,network_sum_pod,network_avg_pod,network_max_pod,network_min_pod
,"302.6663206885539","100.8857378714693","102.35619343692207","99.54132584986283"
,"314.9541843453691","104.98472811512305","105.38450938236281","104.38682840264583"
,"316.6608726693945","105.5536242231315","106.40497375176366","104.92068489175747"
,"315.91087440692365","105.30362480230791","105.54294058818051","104.96549885220246"
,"321.3285766565832","107.10952555219441","107.78557374031476","106.40178628446333"
,"317.67171611175354","105.89057203725116","107.26445502302879","105.05064537704787"
,"314.5952839210732","104.86509464035773","105.48085939731943","104.17805474584053"
,"315.4497673490222","105.14992244967404","105.55256173403139","105.3016035555396"
,"318.56310910140246","106.18770303380083","106.65946655702186","105.40019426851853"
,"313.74829991351555","104.58276663783852","104.90948140164626","104.39540229885058"
,"317.1148930968768","105.70496436562564","106.38620689655174","105.01703490671416"
,"315.6521771542731","105.21739238475772","105.3755465902738","105.02375700078086"
,"316.91776446897586","105.63925482299197","106.81183402253468","104.86914883724579"
,"320.5580208728232","106.8526736242744","107.26893641907328","106.4040269824856"
,"316.3637285874422","105.45457619581407","106.71954022988507","104.72413793103449"
,"315.2712643678161","105.0904214559387","105.6","104.34942528735633"
,"312.6344827586207","104.21149425287358","104.33103448275862","104.00689655172414"
,"316.1264367816092","105.37547892720306","105.76091954022989","104.78390804597701"
,"316.75862068965523","105.58620689655174","105.816091954023","105.21379310344828"
,"316.55172413793105","105.51724137931035","105.93563218390806","104.84827586206897"
,"315.8781609195403","105.29272030651342","106.53103448275863","103.52413793103449"
,"315.064367816092","105.02145593869733","105.8896551724138","104.57241379310346"
,"313.8344827586207","104.61149425287357","105.47356321839081","103.65517241379311"
,"314.30114942528735","104.76704980842914","105.81149425287357","103.53563218390805"
,"317.7609195402299","105.92030651340997","106.91494252873564","104.29425287356322"
,"313.54712643678164","104.51570881226054","105.2367816091954","104.08275862068966"
,"313.54942528735637","104.51647509578545","105.33563218390805","103.98850574712644"
,"315.9078056551964","105.30260188506547","107.1080459770115","104.25977011494253"
,"313.62068965517244","104.54022988505747","104.64827586206897","104.33103448275862"
,"314.9990361888678","104.9996787296226","105.37011494252874","104.45239332232954"
,"312.7034482758621","104.23448275862069","105.1816091954023","103.51264367816093"
,"312.97241379310344","104.32413793103449","104.78620689655173","103.42298850574713"
,"316.49655172413793","105.49885057471263","105.70574712643679","105.34252873563219"
,"316.76781609195405","105.58927203065136","106.22528735632186","104.69655172413793"
,"314.864367816092","104.95478927203067","106.61839080459771","103.22528735632186"
,"314.39540229885057","104.79846743295019","104.93333333333334","104.64137931034483"
,"316.6229885057472","105.54099616858238","105.92183908045978","105.04137931034484"
,"316.32643678160923","105.44214559386975","106.09885057471266","104.39080459770116"
,"313.8390804597701","104.61302681992338","105.60459770114943","103.67356321839081"
,"317.583908045977","105.86130268199234","107.38850574712644","105.016091954023"
,"312.4183908045977","104.13946360153258","104.56551724137933","103.88735632183908"
,"315.0551724137931","105.01839080459771","105.40229885057472","104.47356321839081"
,"314.2758620689655","104.75862068965517","105.83218390804599","103.70344827586207"
,"317.4781609195403","105.82605363984675","106.05287356321841","105.38620689655174"
,"311.69425287356324","103.89808429118774","104.11264367816094","103.71954022988506"
,"315.22068965517246","105.0735632183908","105.4528735632184","104.76781609195403"
,"314.13563218390806","104.71187739463602","105.93103448275863","103.57701149425289"
,"319.39080459770116","106.46360153256705","107.57701149425289","105.2551724137931"
,"319.9011494252874","106.63371647509578","108.1816091954023","105.60459770114943"
,"315.44137931034487","105.14712643678162","105.82528735632185","103.88735632183908"
,"312.8666666666667","104.28888888888889","104.42528735632185","104.18850574712644"
,"315.1241379310345","105.04137931034484","105.37011494252874","104.69195402298851"
,"314.296551724138","104.76551724137933","105.37701149425288","104.17701149425288"
,"311.880459770115","103.960153256705","104.06896551724138","103.77241379310347"
,"312.8850574712644","104.29501915708813","104.98390804597702","103.58390804597703"
,"320.19310344827585","106.73103448275862","108.71034482758621","105.46896551724139"
,"317.7448275862069","105.91494252873562","107.27586206896552","104.82758620689656"
,"318.6045977011495","106.20153256704981","106.3977011494253","105.85747126436783"
,"316.53333333333336","105.51111111111112","105.7264367816092","105.24367816091954"
,"313.9333333333334","104.64444444444445","104.97701149425288","104.22068965517242"
,"311.7563218390805","103.91877394636016","104.52183908045977","103.27816091954024"
,"316.88735632183915","105.62911877394637","107.02988505747128","104.67816091954025"
,"315.26666666666665","105.08888888888889","105.57241379310346","104.63448275862069"
,"314.6390804597702","104.87969348659006","105.4896551724138","104.08505747126438"
,"312.8091954022989","104.2697318007663","104.816091954023","103.58850574712645"
,"314.2689655172414","104.75632183908047","105.37471264367817","104.35402298850575"
,"318.7471264367816","106.24904214559388","107.39080459770116","105.33103448275862"
,"316.1287356321839","105.37624521072797","106.32183908045977","104.00459770114944"
,"311.951724137931","103.98390804597702","104.50804597701149","103.33563218390805"
,"315.9264367816092","105.3088122605364","105.68735632183908","104.89885057471265"
,"316.4689655172414","105.48965517241379","105.9816091954023","104.87816091954024"
,"316.68965517241384","105.5632183908046","106.3287356321839","104.52873563218391"
,"314.75402298850577","104.91800766283527","106.02068965517242","104.31724137931032"
,"313.92873563218393","104.64291187739464","105.20919540229886","104.25977011494253"
,"313.7034482758621","104.56781609195403","104.9057471264368","104.216091954023"
,"311.8436781609196","103.94789272030653","104.49195402298852","103.14482758620692"
,"316.3103448275862","105.4367816091954","106.37701149425288","104.7816091954023"
,"315.71954022988507","105.23984674329503","105.70344827586207","104.36781609195403"
,"316.5931034482759","105.53103448275863","105.71034482758621","105.3793103448276"
,"315.00919540229893","105.00306513409964","105.58390804597703","104.56091954022989"
,"313.2850574712644","104.42835249042147","104.66896551724139","103.97701149425288"
,"315.94022988505753","105.31340996168584","106.46436781609196","103.46436781609196"
,"316.53333333333336","105.51111111111112","105.79080459770115","105.16551724137932"
,"313.79080459770114","104.5969348659004","104.95402298850576","104.18850574712644"
,"315.5103448275862","105.17011494252876","105.68275862068967","104.44367816091955"
,"312.22068965517246","104.0735632183908","104.76091954022989","102.71494252873563"
,"312.49885057471266","104.16628352490423","105.26436781609196","102.77241379310347"
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
